issue,topic
21302,29
21309,58
21311,42
21324,47
21334,25
21338,58
21343,58
21344,47
21351,58
21366,29
21368,58
21373,29
21380,58
21381,58
21387,42
21398,32
21401,29
21403,29
21405,29
21406,29
21409,29
21410,42
21411,29
21415,42
21418,42
21424,47
21430,47
21438,29
21447,58
21448,42
21453,42
21458,25
21461,42
21463,29
21465,25
21468,13
21471,42
21472,29
21474,58
21489,25
21490,42
21491,58
21501,47
21502,42
21510,42
21514,25
21516,37
21518,47
21519,25
21522,29
21526,13
21535,57
21538,43
21539,29
21540,58
21558,29
21567,29
21569,58
21570,29
21571,29
21572,42
21577,29
21579,42
21590,13
21594,42
21614,47
21619,29
21623,29
21630,58
21636,42
21642,13
21652,29
21656,29
21657,58
21658,47
21667,29
21674,42
21677,58
21690,47
21694,29
21698,60
21707,29
21708,47
21711,47
21712,58
21718,58
21719,43
21722,23
21731,29
21736,58
21741,42
21746,60
21747,58
21752,42
21753,25
21754,58
21760,29
21761,29
21763,60
21768,29
21784,29
21786,13
21788,23
21794,29
21801,42
21803,58
21820,47
21821,58
21835,43
21836,13
21855,25
21857,29
21866,29
21867,29
21868,29
21878,43
21882,29
21885,42
21886,29
21899,46
21902,13
21906,29
21907,29
21918,43
21921,29
21929,29
21940,42
21943,29
21945,42
21967,47
21970,42
21973,42
21976,29
21977,37
21985,42
21991,29
22001,29
22021,58
22039,57
22045,58
22049,47
22052,42
22056,58
22067,42
22071,47
22074,58
22077,58
22079,46
22080,47
22082,37
22083,42
22084,13
22100,13
22109,29
22116,43
22117,47
22118,58
22138,42
22145,47
22158,58
22166,42
22173,47
22175,23
22183,47
22192,25
22196,47
22197,42
22201,57
22206,47
22208,29
22215,37
22219,25
22242,58
22256,29
22259,37
22262,42
22263,57
22266,47
22268,42
22273,58
22274,42
22279,58
22282,57
22284,56
22287,29
22290,58
22292,47
22293,57
22303,58
22307,25
22309,58
22310,42
22316,58
22331,58
22332,13
22333,61
22342,58
22343,42
22345,56
22349,58
22354,58
22359,58
22360,58
22369,5
22370,5
22371,13
22373,58
22378,23
22379,47
22389,58
22409,58
22414,42
22416,23
22426,58
22430,23
22436,42
22438,42
22456,58
22466,47
22467,42
22469,23
22475,58
22477,13
22478,47
22479,37
22483,47
22507,42
22510,42
22518,29
22519,58
22527,13
22528,42
22532,42
22544,58
22550,58
22551,29
22552,47
22564,47
22581,37
22582,29
22583,29
22588,25
22590,29
22600,47
22604,58
22610,47
22613,47
22617,58
22618,58
22626,42
22628,13
22630,47
22636,58
22653,58
22655,58
22659,58
22661,58
22663,47
22673,47
22688,23
22698,47
22699,25
22704,57
22707,47
22719,58
22720,23
22724,42
22725,42
22728,47
22737,42
22738,42
22742,61
22753,58
22758,25
22766,25
22768,58
22769,58
22777,29
22778,25
22779,47
22798,47
22825,58
22828,58
22830,29
22833,13
22834,43
22839,25
22847,29
22851,47
22852,58
22857,47
22863,25
22864,58
22869,58
22876,47
22879,47
22886,58
22889,58
22895,58
22899,25
22908,23
22912,42
22914,44
22927,57
22928,58
22931,29
22937,21
22939,58
22942,47
22949,42
22952,58
22955,58
22962,42
22963,58
22970,58
22974,58
22977,58
22983,42
22984,47
22991,47
22995,13
23006,47
23015,56
23017,29
23018,56
23025,58
23026,47
23028,42
23029,58
23031,13
23034,58
23039,47
23045,25
23046,58
23051,25
23054,58
23055,47
23056,57
23063,42
23065,42
23066,13
23073,25
23074,29
23077,42
23080,13
23081,29
23082,29
23096,58
23100,58
23108,29
23115,42
23118,58
23130,25
23131,23
23132,56
23133,58
23135,47
23144,18
23145,47
23146,10
23147,58
23151,37
23154,25
23158,58
23163,58
23168,58
23177,42
23178,29
23181,13
23194,37
23196,58
23198,47
23202,58
23213,58
23214,25
23222,47
23225,60
23238,58
23241,58
23244,42
23245,61
23254,42
23258,25
23260,42
23262,47
23279,32
23281,47
23282,58
23283,42
23285,47
23290,42
23293,58
23308,47
23317,13
23327,57
23334,42
23341,42
23346,42
23347,25
23349,58
23352,43
23353,0
23355,47
23356,58
23369,57
23377,58
23380,42
23381,57
23382,47
23385,47
23388,13
23389,58
23395,25
23396,23
23399,42
23409,5
23412,47
23416,23
23418,58
23419,47
23420,58
23421,42
23422,43
23427,13
23438,58
23446,57
23448,58
23450,58
23452,60
23456,57
23462,13
23463,13
23465,58
23470,58
23475,58
23476,21
23477,47
23478,42
23485,58
23493,37
23509,29
23510,58
23514,25
23518,13
23519,47
23523,47
23524,47
23535,42
23539,58
23545,58
23547,58
23550,58
23555,58
23556,25
23557,47
23558,37
23559,37
23566,42
23570,47
23589,25
23591,58
23595,58
23599,58
23609,25
23613,58
23617,42
23618,57
23619,25
23621,58
23624,58
23626,42
23631,47
23633,57
23635,42
23636,58
23638,47
23647,58
23652,37
23657,58
23659,58
23671,58
23674,25
23680,25
23684,13
23687,42
23688,42
23689,29
23706,58
23708,58
23710,57
23711,58
23712,42
23720,37
23721,58
23722,58
23725,29
23727,58
23729,42
23733,25
23743,13
23745,47
23746,47
23768,37
23771,60
23774,58
23779,42
23780,43
23798,29
23800,47
23805,58
23807,25
23808,58
23810,42
23811,13
23813,25
23817,47
23818,47
23822,25
23824,58
23828,58
23830,58
23834,58
23837,29
23838,58
23839,47
23842,13
23844,23
23845,13
23853,25
23855,42
23857,42
23860,58
23862,47
23863,47
23868,58
23869,29
23875,47
23877,42
23878,25
23886,47
23889,47
23897,29
23900,58
23908,42
23910,47
23912,42
23913,13
23915,47
23917,57
23919,47
23948,42
23950,47
23956,29
23959,29
23963,3
23965,58
23966,58
23967,29
23975,58
23981,47
23985,42
23993,42
23995,58
24010,25
24011,58
24014,42
24015,25
24022,58
24025,58
24030,23
24032,29
24037,47
24044,58
24046,32
24053,42
24058,23
24059,58
24065,58
24074,58
24075,58
24084,58
24089,57
24090,14
24091,58
24092,42
24106,58
24115,0
24116,42
24123,58
24124,42
24126,58
24128,58
24129,29
24133,42
24134,25
24143,42
24158,25
24161,47
24180,58
24185,57
24190,42
24193,43
24200,42
24202,58
24208,13
24210,42
24212,58
24213,58
24215,13
24218,58
24223,37
24224,58
24225,23
24230,29
24240,47
24241,58
24244,42
24248,23
24251,47
24252,42
24257,58
24266,42
24276,47
24278,42
24282,42
24291,58
24293,42
24305,58
24308,29
24310,58
24312,58
24314,29
24315,25
24319,58
24321,42
24333,58
24341,47
24374,58
24376,42
24381,58
24387,58
24391,58
24393,13
24397,13
24399,25
24409,58
24412,13
24454,13
24464,25
24465,58
24480,29
24489,58
24492,43
24499,47
24512,58
24518,58
24539,58
24541,29
24542,58
24552,42
24555,58
24578,29
24580,47
24590,42
24591,25
24598,58
24618,58
24620,42
24624,42
24630,47
24632,42
24635,42
24636,42
24642,47
24643,42
24658,25
24662,3
24663,58
24669,58
24672,58
24673,58
24676,58
24680,42
24684,37
24685,29
24703,58
24710,47
24719,58
24722,58
24723,42
24727,58
24729,13
24731,47
24734,47
24737,29
24740,58
24752,61
24755,58
24760,58
24761,57
24762,42
24765,46
24766,42
24767,58
24768,42
24771,46
24772,29
24774,58
24803,13
24806,21
24807,42
24810,29
24829,47
24834,42
24838,58
24846,42
24855,57
24856,25
24861,42
24865,56
24872,25
24891,43
24894,25
24902,37
24903,57
24906,43
24916,42
24974,25
24977,61
24978,25
24979,61
24980,25
24981,25
24982,25
24988,25
24989,25
24991,56
24992,61
24996,61
24997,25
24999,42
25000,25
25001,43
25002,42
25005,42
25006,56
25010,42
25012,25
25013,25
25023,42
25026,56
25027,43
25030,43
25033,56
25035,43
25036,42
25043,42
25044,49
25047,18
25049,43
25062,49
25066,60
25068,60
25071,38
25077,38
25078,61
25100,62
25104,42
25105,60
25107,43
25109,60
25110,30
25113,60
25118,30
25119,42
25124,27
25125,42
25128,62
25130,62
25133,60
25134,56
25135,60
25136,62
25137,62
25138,42
25139,62
25141,62
25142,60
25144,62
25145,42
25153,62
25156,60
25159,42
25161,56
25162,60
25164,60
25165,60
25168,62
25174,11
25175,8
25176,42
25179,44
25180,60
25181,41
25183,60
25184,27
25188,9
25190,24
25191,24
25193,59
25196,59
25197,9
25198,59
25200,59
25201,38
25203,42
25208,60
25209,38
25213,44
25218,5
25219,43
25222,59
25228,42
25230,59
25231,19
25233,56
25235,60
25239,9
25241,9
25242,9
25243,42
25244,9
25249,59
25250,42
25253,18
25254,59
25255,46
25256,60
25258,38
25259,59
25260,42
25261,9
25262,59
25263,44
25264,38
25265,9
25267,59
25268,59
25269,9
25271,42
25272,59
25273,38
25274,46
25275,59
25276,42
25277,43
25279,42
25280,38
25282,18
25285,59
25287,43
25288,5
25289,18
25290,44
25292,9
25293,56
25294,42
25296,9
25297,59
25298,40
25299,42
25301,5
25302,42
25308,38
25309,9
25315,43
25316,42
25318,42
25319,9
25321,60
25331,61
25332,59
25333,29
25334,59
25335,59
25339,18
25340,59
25341,42
25344,59
25345,59
25348,59
25350,61
25355,25
25356,56
25358,18
25361,21
25364,29
25365,42
25368,5
25369,42
25370,50
25371,42
25375,43
25378,48
25379,60
25380,42
25388,42
25391,43
25393,60
25395,42
25402,42
25410,17
25412,42
25413,42
25415,42
25417,50
25427,42
25428,42
25434,60
25435,60
25439,7
25440,44
25441,42
25443,47
25444,37
25448,43
25453,5
25456,39
25458,11
25460,42
25470,61
25705,22
25710,33
25711,42
25715,58
25716,33
25719,33
25723,43
25724,42
25725,33
25726,33
25731,33
25734,33
25735,42
25738,33
25741,33
25742,33
25743,33
25744,33
25745,33
25748,33
25749,43
25750,18
25751,43
25762,5
25764,42
25767,33
25773,33
25775,33
25776,38
25780,1
25783,42
25790,33
25791,18
25792,33
25793,46
25794,33
25803,33
25809,33
25810,33
25812,43
25817,33
25818,43
25820,33
25821,42
25826,33
25828,44
25829,33
25831,60
25832,33
25834,33
25838,38
25843,33
25844,33
25845,33
25848,33
25853,43
25854,33
25859,33
25860,42
25863,43
25893,33
25895,42
25898,33
25900,38
25902,42
25907,59
25915,33
25917,33
25918,18
25926,25
25928,57
25929,42
25930,57
25932,61
25934,61
25935,60
25937,25
25943,56
25944,43
25954,39
25958,55
25970,42
25972,55
25975,39
25979,48
25989,42
25995,42
26003,18
26010,8
26013,11
26014,11
26017,60
26023,42
26026,39
26040,42
26052,42
26054,11
26058,3
26059,42
26065,60
26067,11
26068,42
26078,43
26096,11
26105,34
26122,42
26127,42
26130,50
26131,43
26133,60
26146,38
26160,28
26173,56
26201,42
26226,42
26228,9
26232,38
26243,18
26245,21
26246,28
26248,43
26254,40
26291,28
26293,18
26307,40
26312,44
26314,58
26315,17
26334,58
26336,60
26351,42
26364,42
26369,43
26374,44
26376,6
26383,6
26392,6
26394,42
26404,61
26406,6
26416,42
26426,60
26428,42
26434,42
26435,43
26441,42
26454,42
26455,60
26457,42
26458,42
26460,42
26467,42
26470,43
26473,6
26475,60
26476,43
26481,6
26484,42
26487,6
26488,43
26489,6
26490,61
26492,42
26493,51
26494,43
26498,60
26500,42
26509,41
26517,41
26518,41
26520,5
26525,41
26555,60
26558,60
26560,43
26561,43
26563,60
26564,18
26565,20
26566,42
26569,43
26570,18
26571,34
26574,17
26575,17
26576,17
26577,10
26579,17
26580,42
26584,60
26587,60
26588,51
26589,17
26592,42
26593,42
26595,11
26596,39
26597,17
26599,42
26600,42
26603,39
26604,39
26605,18
26606,60
26607,17
26612,28
26619,5
26620,34
26622,60
26625,42
26628,42
26629,28
26630,28
26635,61
26636,28
26637,43
26646,43
26651,60
26652,60
26656,28
26659,60
26663,28
26666,28
26680,42
26681,42
26686,5
26688,8
26694,42
26697,11
26699,34
26701,8
26709,11
26712,60
26715,60
26733,42
26736,43
26737,42
26750,60
26759,60
26761,18
26766,30
26768,7
26770,48
26777,11
26779,42
26782,8
26784,60
26791,42
26794,43
26801,60
26807,61
26809,38
26810,56
26811,60
26812,44
26816,41
26821,60
26824,27
26829,42
26833,61
26838,60
26850,2
26855,42
26859,42
26873,2
26883,2
26889,60
26890,60
26897,11
26903,2
26906,32
26907,2
26909,42
26913,2
26915,2
26916,60
26918,48
26919,42
26925,60
26933,2
26947,42
26949,42
26951,2
26957,2
26958,2
26967,60
26974,2
26995,60
26996,13
27004,32
27013,2
27019,2
27029,60
27033,42
27042,42
27046,43
27067,42
27069,56
27075,61
27078,0
27080,2
27082,2
27084,42
27085,42
27086,42
27096,42
27108,42
27112,18
27118,5
27138,42
27140,60
27142,17
27157,60
27158,8
27159,8
27161,60
27171,8
27174,8
27184,43
27185,8
27186,25
27203,25
27214,8
27216,39
27218,60
27222,18
27228,60
27231,45
27232,45
27233,45
27234,60
27235,45
27237,45
27239,45
27240,60
27241,60
27242,45
27243,25
27244,60
27245,25
27246,60
27247,25
27248,25
27249,45
27250,45
27255,39
27257,45
27259,42
27262,60
27264,45
27265,45
27269,42
27270,45
27273,45
27274,53
27275,53
27276,42
27278,45
27279,53
27282,53
27283,53
27284,53
27285,53
27287,53
27292,45
27294,53
27296,45
27303,42
27305,56
27310,45
27313,53
27317,60
27320,45
27322,45
27327,45
27328,43
27331,45
27332,25
27337,60
27339,35
27340,45
27342,45
27343,45
27344,45
27345,45
27346,42
27350,46
27351,45
27352,15
27355,45
27356,45
27357,45
27358,45
27360,45
27361,53
27362,60
27364,45
27365,45
27367,45
27369,45
27370,45
27371,45
27372,42
27373,45
27374,45
27375,45
27376,45
27377,45
27379,42
27382,45
27383,45
27385,60
27387,25
27388,42
27390,45
27391,35
27392,35
27393,45
27394,42
27396,1
27397,45
27406,45
27411,45
27412,42
27413,45
27415,38
27419,42
27420,47
27422,45
27426,42
27428,42
27429,45
27431,45
27432,42
27433,47
27435,45
27443,45
27444,45
27445,45
27446,45
27449,45
27450,15
27451,61
27452,45
27453,42
27455,28
27456,15
27461,45
27463,15
27464,15
27466,42
27467,42
27470,61
27474,42
27475,61
27476,48
27477,60
27478,47
27481,15
27500,11
27501,57
27513,8
27516,56
27526,50
27527,57
27529,42
27533,17
27534,57
27579,42
27581,42
27582,42
27583,34
27584,60
27587,34
27590,60
27591,50
27593,34
27602,6
27610,42
27611,60
27614,56
27616,39
27624,44
27625,42
27627,39
27629,39
27634,17
27635,39
27640,24
27641,43
27652,8
27653,60
27654,48
27656,48
27658,56
27661,60
27664,11
27666,42
27680,50
27692,17
27693,17
27694,39
27695,17
27696,43
27697,39
27698,60
27700,60
27702,39
27703,17
27704,57
27705,39
27714,39
27716,39
27717,42
27718,60
27720,39
27721,50
27728,60
27733,41
27752,41
27755,41
27756,60
27757,41
27764,41
27775,41
27779,41
27782,41
27783,41
27785,41
27786,41
27800,39
27808,25
27809,61
27813,44
27815,42
27818,22
27823,44
27836,60
27842,60
27843,60
27847,56
27848,60
27861,17
27869,11
27873,50
27881,43
27885,11
27895,50
27896,50
27908,11
27918,50
27924,56
27929,42
27936,50
27939,42
27941,5
27973,42
27993,44
27994,44
27997,44
27999,39
28002,13
28003,60
28006,42
28007,42
28012,42
28017,53
28019,60
28023,60
28027,50
28028,60
28032,42
28107,39
28110,61
28116,51
28117,60
28118,22
28257,42
28265,42
28267,18
28271,8
28273,60
28274,60
28279,42
28280,8
28285,8
28286,43
28289,8
28293,11
28295,42
28304,11
28305,8
28306,42
28308,8
28309,42
28312,60
28315,48
28318,42
28320,42
28324,42
28330,11
28343,42
28345,11
28373,46
28375,60
28380,42
28387,61
28395,42
28396,60
28412,43
28415,42
28417,42
28423,25
28425,56
28429,44
28433,25
28434,25
28435,61
28443,56
28446,42
28447,42
28449,42
28453,8
28463,42
28465,11
28470,43
28472,42
28473,44
28487,42
28491,11
28493,18
28506,43
28508,56
28510,42
28512,11
28513,11
28518,42
28521,56
28524,5
28525,56
28531,42
28542,11
28543,30
28544,43
28551,9
28553,43
28554,42
28558,9
28559,42
28560,47
28561,61
28562,4
28566,9
28575,38
28581,60
28586,42
28587,42
28591,42
28593,56
28602,42
28605,43
28606,38
28623,61
28627,8
28628,11
28629,11
28631,8
28646,60
28649,47
28651,61
28652,47
28655,42
28656,42
28659,47
28660,43
28661,60
28662,60
28664,47
28666,42
28669,43
28670,18
28673,42
28674,42
28675,22
28680,42
28685,25
28686,43
28687,42
28691,58
28692,57
28694,25
28695,60
28698,42
28703,37
28704,42
28715,18
28716,57
28718,25
28732,61
28735,25
28741,42
28743,60
28744,57
28745,60
28747,51
28749,60
28751,11
28753,60
28755,43
28764,2
28769,11
28770,42
28788,5
28792,39
28798,42
28810,11
28827,43
28831,42
28833,2
28835,11
28848,11
28852,42
28853,44
28859,48
28874,11
28880,11
28882,44
28884,43
28890,11
28891,11
28901,11
28902,42
28912,11
28915,43
28916,60
28927,2
28928,43
28929,42
28930,42
28931,11
28932,60
28956,48
28958,44
28967,60
28968,60
28969,42
28986,42
28987,42
28988,42
28995,42
28997,43
28998,42
28999,42
29006,8
29010,42
29014,25
29016,42
29018,42
29019,43
29026,42
29032,42
29034,28
29048,43
29058,1
29069,60
29085,48
29101,60
29141,42
29146,43
29149,42
29151,42
29161,47
29162,60
29165,60
29172,60
29187,60
29197,43
29218,28
29224,43
29225,42
29229,39
29245,43
29248,34
29255,41
29257,41
29258,41
29266,60
29273,41
29276,41
29278,42
29279,15
29280,41
29286,41
29304,41
29306,55
29307,55
29308,43
29316,41
29317,41
29318,41
29334,39
29337,60
29349,24
29354,56
29357,24
29359,24
29362,24
29366,24
29382,55
29385,39
29386,42
29388,24
29393,59
29394,55
29395,55
29405,24
29406,48
29407,24
29408,24
29409,24
29412,24
29419,60
29420,43
29423,18
29427,43
29433,42
29436,43
29443,60
29446,43
29448,47
29450,44
29453,43
29456,42
29459,44
29460,42
29461,22
29464,44
29467,37
29470,60
29476,61
29480,44
29481,44
29482,23
29484,60
29485,61
29486,44
29488,60
29489,44
29491,42
29492,60
29494,60
29495,23
29497,60
29498,18
29501,61
29506,60
29507,44
29508,42
29509,46
29513,18
29514,42
29525,61
29526,44
29530,60
29533,42
29536,42
29539,43
29540,60
29542,44
29545,44
29547,42
29550,60
29551,60
29565,42
29571,42
29573,8
29575,60
29576,43
29584,43
29585,43
29586,56
29598,18
29608,56
29609,43
29611,42
29613,50
29622,43
29624,50
29628,5
29634,61
29635,50
29638,50
29640,42
29642,5
29646,50
29647,42
29649,50
29655,60
29658,42
29661,17
29664,42
29667,50
29682,7
29687,60
29697,9
29699,5
29700,61
29702,17
29703,43
29711,43
29712,42
29713,61
29714,43
29721,61
29726,60
29728,60
29737,17
29738,61
29739,43
29750,7
29760,43
29765,17
29766,42
29768,60
29774,42
29775,17
29778,60
29785,18
29801,42
29805,60
29806,17
29808,46
29812,17
29815,60
29817,61
29819,42
29827,5
29831,61
29835,18
29836,44
29845,7
29851,60
29864,42
29887,60
29889,43
29894,61
29897,42
29898,22
29907,30
29911,39
29916,60
29917,44
29919,42
29934,43
29937,42
29969,43
30031,46
30168,42
30183,43
30203,41
30220,43
30229,43
30233,43
30241,43
30248,43
30277,43
30322,43
30332,43
30334,43
30337,43
30351,51
30356,43
30364,60
30368,60
30374,28
30376,60
30379,28
30381,39
30385,25
30387,42
30388,25
30389,60
30390,46
30394,42
30401,28
30404,51
30407,51
30411,35
30414,10
30416,57
30418,42
30421,42
30439,42
30441,52
30474,18
30492,43
30494,11
30495,11
30496,30
30505,17
30507,9
30516,43
30517,42
30518,42
30529,18
30535,42
30543,7
30547,3
30553,3
30554,60
30555,42
30570,11
30584,43
30585,25
30589,43
30591,57
30619,42
30626,60
30627,42
30632,39
30636,60
30638,43
30639,48
30642,42
30645,60
30649,60
30652,44
30661,42
30662,43
30669,43
30675,1
30680,42
30682,42
30683,42
30684,44
30685,44
30687,42
30688,42
30697,60
30701,42
30703,42
30705,48
30706,48
30708,8
30722,43
30730,8
30731,60
30738,61
30741,56
30742,61
30743,42
30746,42
30748,44
30759,57
30762,42
30763,42
30764,37
30765,37
30766,42
30767,42
30780,60
30781,44
30782,42
30784,42
30785,8
30787,56
30788,43
30789,13
30791,42
30795,8
30797,25
30803,42
30805,42
30809,46
30816,5
30821,42
30822,5
30825,42
30826,46
30827,18
30831,38
30836,42
30838,5
30845,46
30848,5
30853,44
30857,42
30862,13
30865,25
30867,60
30872,42
30880,32
30882,42
30884,42
30886,46
30892,44
30898,44
30904,44
30908,44
30916,44
30919,18
30927,56
30935,44
30948,42
30949,42
30952,44
30957,44
30958,44
30971,39
30975,43
31008,42
31020,42
31022,44
31029,42
31030,60
31044,44
31050,42
31054,44
31076,42
31088,43
31089,41
31101,24
31117,60
31136,16
31139,43
31142,42
31147,42
31149,57
31158,39
31161,60
31169,42
31170,42
31178,7
31181,56
31188,56
31194,56
31195,51
31196,42
31202,60
31204,56
31206,60
31208,56
31212,34
31213,42
31217,18
31218,61
31219,50
31222,43
31223,50
31224,18
31231,60
31235,60
31240,43
31241,60
31247,44
31257,42
31263,43
31266,5
31270,60
31285,48
31291,11
31292,42
31295,60
31296,42
31297,11
31299,5
31300,61
31306,48
31308,43
31319,42
31321,17
31322,17
31324,4
31343,39
31345,5
31350,60
31354,42
31358,42
31361,5
31368,60
31385,60
31389,16
31393,43
31397,44
31423,43
31441,18
31458,42
31488,43
31491,42
31493,20
31524,42
31539,42
31543,43
31557,42
31567,42
31584,38
31610,42
31616,18
31627,43
31633,42
31635,43
31636,42
31638,43
31645,18
31649,42
31653,42
31658,56
31663,43
31707,42
31715,56
31716,56
31719,0
31721,60
31722,0
31723,0
31725,0
31731,0
31735,0
31736,0
31737,0
31746,0
31747,0
31750,42
31751,0
31752,0
31753,0
31754,0
31758,0
31760,0
31762,42
31765,0
31767,0
31773,0
31774,0
31779,0
31782,56
31784,0
31788,0
31791,42
31793,43
31794,0
31795,0
31797,0
31798,0
31803,42
31804,42
31805,0
31809,0
31815,0
31821,42
31822,0
31823,61
31829,42
31831,0
31835,0
31839,0
31841,0
31842,61
31846,25
31852,0
31855,0
31860,42
31862,0
31868,0
31871,42
31876,0
31877,61
31878,0
31886,52
31887,42
31889,25
31891,42
31897,47
31900,25
31913,43
31931,47
31936,42
31943,43
31950,0
31971,42
31973,26
31976,60
31977,60
31980,42
31983,49
31985,34
31986,42
31987,42
31988,38
31991,49
31993,5
31994,43
32002,34
32003,34
32004,34
32005,34
32007,42
32008,5
32009,5
32010,34
32011,5
32013,43
32014,34
32015,42
32016,60
32020,42
32025,34
32028,34
32033,60
32034,34
32035,34
32036,34
32037,43
32038,5
32041,33
32042,49
32043,56
32050,34
32051,34
32052,60
32054,49
32055,34
32060,49
32062,42
32063,46
32065,34
32072,50
32073,17
32078,42
32079,61
32080,42
32081,5
32085,5
32086,39
32091,42
32093,41
32097,60
32101,51
32103,42
32105,42
32111,42
32114,61
32121,42
32129,5
32130,39
32147,41
32149,42
32152,56
32167,56
32182,43
32193,60
32194,43
32198,56
32200,18
32202,44
32206,18
32207,60
32217,6
32221,56
32225,61
32231,56
32235,56
32241,6
32265,42
32266,43
32267,42
32276,42
32309,1
32311,56
32312,13
32314,43
32318,60
32322,60
32328,25
32336,15
32340,61
32348,60
32350,42
32354,60
32355,42
32364,48
32379,44
32380,44
32385,43
32386,43
32391,61
32392,43
32395,42
32402,44
32403,43
32412,6
32413,6
32414,43
32424,56
32429,5
32431,42
32437,42
32438,44
32440,44
32442,6
32457,6
32459,39
32461,60
32463,41
32464,25
32468,9
32469,44
32475,40
32477,40
32494,43
32500,40
32501,40
32503,42
32508,40
32512,43
32515,42
32516,42
32517,40
32520,60
32526,42
32528,42
32529,43
32531,44
32537,42
32539,40
32548,40
32551,44
32553,40
32554,60
32555,43
32560,59
32562,40
32565,42
32567,25
32571,40
32585,57
32592,42
32595,59
32600,42
32602,43
32616,43
32649,44
32657,60
32661,40
32669,43
32671,40
32679,43
32689,40
32694,43
32695,42
32699,60
32710,5
32715,40
32729,42
32736,59
32737,14
32740,61
32747,42
32752,42
32753,49
32758,49
32759,49
32763,42
32767,43
32769,42
32771,5
32778,46
32781,42
32785,46
32788,60
32793,43
32795,49
32802,49
32805,43
32814,49
32816,49
32817,43
32818,49
32821,49
32824,42
32825,60
32827,60
32829,42
32831,49
32832,60
32834,49
32836,49
32837,49
32842,60
32844,43
32845,49
32846,44
32847,49
32848,46
32849,42
32853,42
32857,60
32859,49
32862,49
32864,60
32879,46
32880,42
32882,46
32883,42
32890,46
32893,46
32897,49
32909,60
32913,42
32914,49
32916,46
32918,49
32920,49
32925,42
32927,42
32928,46
32930,60
32945,61
32960,42
32961,42
32965,60
32967,42
32968,61
32969,60
32970,60
32974,60
32978,60
32979,42
32986,60
32988,27
32996,20
32998,42
33002,18
33003,42
33004,11
33010,11
33088,42
33091,8
33093,8
33094,42
33098,60
33100,17
33104,3
33106,34
33107,34
33113,60
33119,22
33140,21
33142,30
33152,21
33153,42
33163,42
33166,42
33167,61
33171,60
33177,43
33180,43
33183,61
33190,21
33192,18
33194,25
33199,18
33201,42
33213,42
33319,56
33328,42
33344,42
33345,44
33363,56
33364,60
33373,20
33376,56
33384,56
33395,20
33403,56
33404,56
33405,56
33415,20
33418,42
33426,42
33437,56
33456,30
33460,43
33461,20
33483,20
33489,22
33492,42
33494,60
33497,60
33504,42
33505,20
33509,20
33510,20
33511,20
33514,20
33516,30
33519,42
33524,20
33540,42
33545,42
33546,61
33555,20
33557,43
33567,20
33577,11
33578,43
33587,8
33590,42
33591,60
33593,39
33597,8
33598,8
33599,39
33600,8
33605,43
33608,42
33609,60
33616,42
33622,56
33640,42
33647,3
33648,47
33657,42
33679,9
33682,51
33683,38
33701,60
33707,43
33710,48
33738,39
33739,42
33740,60
33741,42
33742,3
33744,56
33745,39
33746,5
33747,42
33750,43
33751,60
33754,60
33755,61
33756,60
33757,60
33759,42
33765,56
33770,44
33772,61
33778,60
33780,43
33797,60
33826,43
33828,43
33835,39
33842,43
33853,39
33856,39
33866,39
33911,46
33913,43
33924,39
33928,39
33932,39
33933,39
33934,39
33974,56
33978,18
33979,60
33983,60
33984,42
33988,8
33989,60
33994,60
33996,60
34000,8
34001,43
34009,42
34010,37
34011,42
34016,42
34021,42
34022,37
34029,42
34033,37
34040,56
34042,42
34064,18
34070,37
34074,37
34083,47
34096,42
34099,58
34101,47
34104,37
34108,42
34132,46
34133,11
34137,42
34142,42
34144,25
34145,42
34149,61
34150,61
34151,20
34152,61
34153,42
34155,42
34157,10
34161,42
34163,42
34165,42
34173,42
34176,42
34185,34
34186,34
34187,43
34189,34
34190,47
34198,61
34199,43
34200,32
34212,25
34213,42
34214,11
34215,60
34217,60
34224,17
34228,43
34229,30
34230,43
34231,39
34233,61
34234,42
34236,17
34241,17
34242,43
34243,11
34244,17
34245,43
34248,60
34251,18
34254,18
34259,30
34273,42
34283,60
34288,61
34295,43
34297,57
34298,43
34300,57
34301,57
34304,60
34307,11
34309,42
34323,60
34325,42
34331,50
34338,49
34345,50
34352,42
34355,56
34357,50
34361,60
34362,42
34364,42
34374,56
34378,50
34381,42
34385,46
34389,39
34394,42
34396,42
34406,56
34407,42
34410,42
34419,42
34422,57
34425,60
34432,42
34436,15
34444,42
34445,60
34447,22
34449,42
34465,61
34475,50
34491,42
34492,50
34494,42
34495,50
34496,43
34500,42
34502,50
34503,50
34505,50
34524,50
34526,50
34528,50
34531,60
34537,42
34555,18
34582,15
34584,5
34594,46
34596,40
34598,46
34599,59
34600,46
34603,46
34605,18
34614,60
34619,60
34622,40
34624,46
34625,42
34626,18
34629,40
34630,40
34632,60
34635,60
34637,42
34644,60
34650,46
34653,40
34654,5
34655,5
34656,43
34658,42
34660,50
34661,42
34663,43
34664,42
34665,18
34666,59
34675,44
34690,39
34694,39
34707,39
34721,39
34722,39
34727,60
34728,0
34734,39
34735,39
34738,39
34740,39
34742,39
34748,39
34757,39
34758,42
34763,39
34784,39
34790,39
34791,39
34792,39
34804,39
34814,39
34833,39
34836,39
34838,39
34844,39
34856,39
34874,0
34878,0
34881,39
34884,39
34904,39
